image,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise
neutral.48.jpg,0.001,0.0,0.0,0.0,0.0,0.971,0.028,0.0
neutral.5.jpg,0.0,0.003,0.0,0.0,0.002,0.994,0.0,0.0
neutral.51.jpg,0.003,0.001,0.0,0.0,0.001,0.992,0.002,0.0
neutral.54.jpg,0.0,0.001,0.0,0.0,0.001,0.954,0.043,0.0
neutral.55.jpg,0.0,0.176,0.0,0.0,0.007,0.814,0.002,0.0
neutral.63.jpg,0.001,0.048,0.0,0.0,0.049,0.901,0.001,0.0
neutral.66.jpg,0.001,0.002,0.001,0.0,0.732,0.26,0.004,0.0
neutral.77.jpg,0.0,0.001,0.0,0.0,0.001,0.954,0.043,0.0
sadness.0.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.10.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.15.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.18.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.19.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.26.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.34.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.37.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.39.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.42.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.43.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.45.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.52.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.53.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.54.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.6.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.60.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.65.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.76.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
sadness.9.jpg,0.0,0.0,0.0,0.0,0.001,0.736,0.263,0.0
surprise.12.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.14.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.15.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.17.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.20.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.22.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.24.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.26.jpg,0.062,0.001,0.004,0.001,0.001,0.763,0.001,0.167
surprise.28.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.34.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.38.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.4.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.40.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.46.jpg,0.062,0.001,0.004,0.001,0.001,0.763,0.001,0.167
surprise.52.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.53.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.55.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.57.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.63.jpg,0.004,0.005,0.0,0.0,0.097,0.885,0.001,0.008
surprise.79.jpg,0.001,0.001,0.002,0.142,0.0,0.294,0.251,0.311
